make_year,ext_make_year,make_target,make_freq,model_target,model_freq,transmission_target,transmission_freq,body_type_target,body_type_target,fuel_type_Diesel,fuel_type_Gasoline,kms_driven,engine_size,resale_price,srp,no_sc_mmnl
2020,2024,548857.1964662132,0.039609993906154786,925675.7421900802,0.005484460694698354,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,0,1,28000.0,1.46,1200000.0,1258000.0,9
2016,2024,548857.1964662132,0.039609993906154786,831860.6941960547,0.0030469226081657527,1102810.8291457286,0.6063375990249847,540023.2803815576,540023.2803815576,0,1,50000.0,1.0,360000.0,708000.0,9
2021,2024,548857.1964662132,0.039609993906154786,831860.6941960547,0.0030469226081657527,678251.5520286055,0.15234613040828762,540023.2803815576,540023.2803815576,0,1,12000.0,1.0,60000.0,708000.0,9
2016,2024,548857.1964662132,0.039609993906154786,831860.6941960547,0.0030469226081657527,866969.83385031,0.0006093845216331506,540023.2803815576,540023.2803815576,0,1,90000.0,1.0,265000.0,708000.0,9
2019,2024,548857.1964662132,0.039609993906154786,831860.6941960547,0.0030469226081657527,678251.5520286055,0.15234613040828762,540023.2803815576,540023.2803815576,0,1,50000.0,1.0,300000.0,708000.0,9
2016,2024,548857.1964662132,0.039609993906154786,831860.6941960547,0.0030469226081657527,678251.5520286055,0.15234613040828762,540023.2803815576,540023.2803815576,0,1,60000.0,1.0,370000.0,708000.0,9
2023,2024,548857.1964662132,0.039609993906154786,896894.7829537995,0.0006093845216331506,1102810.8291457286,0.6063375990249847,704313.6279069788,704313.6279069788,0,1,6000.0,1.2,495000.0,609000.0,9
2019,2024,548857.1964662132,0.039609993906154786,862808.9943205689,0.002437538086532602,753252.8193717279,0.2327848872638635,1131717.701128078,1131717.701128078,0,1,30000.0,1.5,220000.0,614000.0,9
2013,2024,548857.1964662132,0.039609993906154786,862808.9943205689,0.002437538086532602,753252.8193717279,0.2327848872638635,1131717.701128078,1131717.701128078,0,1,259046.0,1.5,300000.0,614000.0,9
2021,2024,548857.1964662132,0.039609993906154786,862808.9943205689,0.002437538086532602,753252.8193717279,0.2327848872638635,1131717.701128078,1131717.701128078,0,1,15000.0,1.5,515000.0,614000.0,9
2021,2024,548857.1964662132,0.039609993906154786,862808.9943205689,0.002437538086532602,753252.8193717279,0.2327848872638635,1131717.701128078,1131717.701128078,0,1,25000.0,1.5,550000.0,614000.0,9
2017,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,60000.0,2.2,930000.0,1799000.0,2
2020,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,40000.0,2.0,1320000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,60000.0,3.2,990000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,40000.0,3.2,1190000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,40000.0,2.2,1080000.0,1799000.0,2
2017,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,50000.0,2.2,940000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,40000.0,2.2,905000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,40000.0,2.2,1020000.0,1799000.0,2
2019,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,80000.0,2.0,1190000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,50000.0,2.2,755000.0,1799000.0,2
2017,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,63000.0,2.2,798000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,56000.0,2.2,778000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,100000.0,2.2,950000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,753252.8193717279,0.2327848872638635,1086439.880131363,1086439.880131363,1,0,45000.0,2.2,825000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,1.0,2.2,830000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,45000.0,2.0,850000.0,1799000.0,2
2005,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,155000.0,2.0,280000.0,1799000.0,2
2005,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,129000.0,2.5,319000.0,1799000.0,2
2003,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,753252.8193717279,0.2327848872638635,1086439.880131363,1086439.880131363,1,0,178000.0,2.5,320000.0,1799000.0,2
2006,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,115000.0,2.2,350000.0,1799000.0,2
2009,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,60000.0,2.5,358000.0,1799000.0,2
2010,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,1.0,2.2,480000.0,1799000.0,2
2013,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,60000.0,2.5,510000.0,1799000.0,2
2012,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,70000.0,2.5,510000.0,1799000.0,2
2014,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,70000.0,2.0,530000.0,1799000.0,2
2014,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,753252.8193717279,0.2327848872638635,1086439.880131363,1086439.880131363,1,0,1.0,2.5,530000.0,1799000.0,2
2013,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,95000.0,2.0,690000.0,1799000.0,2
2012,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,70000.0,2.0,700000.0,1799000.0,2
2013,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,95000.0,2.0,690000.0,1799000.0,2
2012,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,70000.0,2.0,700000.0,1799000.0,2
2017,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,75000.0,2.0,730000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,90000.0,2.2,780000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,30000.0,2.0,800000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,88000.0,2.0,800000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,753252.8193717279,0.2327848872638635,1086439.880131363,1086439.880131363,1,0,45000.0,2.2,825000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,1.0,2.2,830000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,45000.0,2.0,850000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,78000.0,2.2,888000.0,1799000.0,2
2017,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,753252.8193717279,0.2327848872638635,1086439.880131363,1086439.880131363,1,0,60000.0,2.2,890000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,35000.0,2.0,890000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,39000.0,2.2,898000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,72000.0,2.2,945000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,88889.0,2.0,950000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,22000.0,2.2,950000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,25000.0,2.0,950000.0,1799000.0,2
2017,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,50000.0,2.0,970000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,40000.0,2.0,976000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,75000.0,2.2,998000.0,1799000.0,2
2017,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,48000.0,2.2,1000000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,60000.0,2.2,1028000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,14000.0,2.2,1050000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,71000.0,2.0,1050000.0,1799000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,1.0,3.2,1050000.0,1799000.0,2
2017,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,30000.0,2.2,1070000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,45000.0,2.2,1098000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,41000.0,2.2,1168000.0,1799000.0,2
2017,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,60000.0,3.2,1190000.0,1799000.0,2
2018,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,38000.0,2.0,1200000.0,1799000.0,2
2020,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,80000.0,2.0,1200000.0,1799000.0,2
2020,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,60000.0,2.0,1350000.0,1799000.0,2
2019,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,23000.0,2.0,1358000.0,1799000.0,2
2023,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,8000.0,2.0,1600000.0,1799000.0,2
2022,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,20000.0,2.0,1700000.0,1799000.0,2
2022,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,11000.0,2.0,1795000.0,1799000.0,2
2022,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,20001.0,2.0,1830000.0,1799000.0,2
2020,2024,1180181.2247765185,0.10420475319926874,937394.1015666497,0.04021937842778794,1102810.8291457286,0.6063375990249847,1086439.880131363,1086439.880131363,1,0,11000.0,2.0,1880000.0,1799000.0,2
2021,2024,1180181.2247765185,0.10420475319926874,1110143.160769725,0.03534430225472273,1102810.8291457286,0.6063375990249847,1131717.701128078,1131717.701128078,1,0,40000.0,2.0,1540000.0,1249000.0,2
2016,2024,1180181.2247765185,0.10420475319926874,1110143.160769725,0.03534430225472273,1102810.8291457286,0.6063375990249847,1131717.701128078,1131717.701128078,1,0,60000.0,2.2,680000.0,1249000.0,2
2017,2024,1180181.2247765185,0.10420475319926874,1110143.160769725,0.03534430225472273,1102810.8291457286,0.6063375990249847,1131717.701128078,1131717.701128078,1,0,60000.0,2.2,770000.0,1249000.0,2
2020,2024,1180181.2247765185,0.10420475319926874,1110143.160769725,0.03534430225472273,1102810.8291457286,0.6063375990249847,1131717.701128078,1131717.701128078,1,0,40000.0,2.0,905000.0,1249000.0,2
